flight_id,airline,source,destination,departure_time,arrival_time,duration_minutes,is_overnight,duration_anomaly,duration_corrected,departure_date,departure_hour,route
6F169,INDIGO,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0,False,False,False,2026-04-20,3,BOM → DEL
6F170,INDIGO,HYD,DEL,2026-04-19 02:44:41.703,2026-04-19 04:14:41.703,90.0,False,False,False,2026-04-19,2,HYD → DEL
6F171,INDIGO,DEL,BLR,2026-04-18 17:03:41.703,2026-04-18 18:12:41.703,69.0,False,False,False,2026-04-18,17,DEL → BLR
6F172,INDIGO,BOM,BLR,2026-04-19 09:53:41.703,2026-04-19 14:46:41.703,293.0,False,False,False,2026-04-19,9,BOM → BLR
6F173,INDIGO,BOM,CCU,2026-04-18 12:19:41.703,2026-04-18 13:08:41.703,49.0,False,False,False,2026-04-18,12,BOM → CCU
6F174,INDIGO,DEL,HYD,2026-04-20 21:36:41.703,2026-04-20 22:16:41.703,40.0,False,False,False,2026-04-20,21,DEL → HYD
6F175,INDIGO,MAA,CCU,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,115.0,False,False,False,2026-04-19,13,MAA → CCU
6F176,INDIGO,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0,False,False,False,2026-04-19,20,CCU → DEL
6F177,INDIGO,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,142.0,False,False,False,2026-04-20,2,HYD → MAA
6F178,INDIGO,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,263.0,False,False,False,2026-04-20,4,BOM → CCU
6F179,INDIGO,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,False,False,False,2026-04-20,2,HYD → MAA
6F180,INDIGO,MAA,BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,264.0,False,False,False,2026-04-20,15,MAA → BLR
6F181,INDIGO,BOM,MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,108.0,False,False,False,2026-04-20,14,BOM → MAA
6F182,INDIGO,BOM,CCU,2026-04-19 02:10:41.703,2026-04-19 04:18:41.703,128.0,False,False,False,2026-04-19,2,BOM → CCU
6F183,INDIGO,MAA,HYD,2026-04-17 17:08:41.703,2026-04-17 19:52:41.703,164.0,False,False,False,2026-04-17,17,MAA → HYD
6F184,INDIGO,MAA,BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,179.0,False,False,False,2026-04-20,13,MAA → BOM
